STATE,COUNTY,GRASS PLANTINGS INTROD(CP1),GRASS PLANTINGS NATIVE (CP2),TREE PLANTINGS SOFTWOODS (CP3),TREE PLANTINGS LONGLEAF PINE (CP3A),TREE PLANTINGS HARDWOODS (CP3A),WILDLIFE HABITAT (CP4D),WILDLIFE CORRIDORS (CP4B),"FIELD
WINDBREAKS
(CP5)","DIVERSIONS
& EROSION
CONTROL
STRUC.
(CP6&CP7)","GRASS
WATERWAYS
(CP8)","SHALLOW
WATER FOR
WILDLIFE
(CP9)","EXISTING
GRASS
(CP10)","EXISTING
TREES
(CP11)","WILDLIFE
FOOD
PLOTS
(CP12)","CONTOUR
GRASS
STRIPS
(CP15)","SHELTER-
BELTS
(CP16)","LIVING
SNOW
FENCES
(CP17)","SALINITY
REDUCING
VEGETATION
(CP18)","FILTER-
STRIPS
(CP21)","RIPARIAN
BUFFERS
3/
(CP22)",WETLAND RESTORATION (CP23) ,WETLAND RESTORATION FLOODPLAIN (CP23) ,WETLAND RESTORATION NON-FLOODPLAIN (CP23A),"CROSS
WIND TRAP
STRIPS
(CP24)","RARE AND
DECLINING
HABITAT
(CP25)","FARMABLE WETLAND
PROGRAM 6 WETLAND (CP27)","FARMABLE WETLAND
PROGRAM BUFFER (CP28)","MARGINAL PASTURE
BUFFERS WILDLIFE (CP29)","MARGINAL PASTURE
BUFFERS WETLAND (CP30)","BOTTOMLAND
HARDWOOD
TREES
(CP31)","UPLAND
BIRD
HABITAT
BUFFERS
(CP33)","LONGLEAF
PINE
(CP36)","DUCK
NESTING
HABITAT
(CP37)","STATE
ACRES FOR
WILDLIFE
ENHANCEMENT
(CP38)",FARMABLE WETLAND PROGRAM CONSTRUCTED WETLANDS (CP39),FARMABLE WETLAND PROGRAM AQUACULTURE WETLANDS (CP40),FARMABLE WETLAND PROGRAM FLOODED PRAIRIE WETLANDS (CP41) ,"POLLINATOR
HABITAT 8/
(CP42)","PRAIRIE STRIPS
(CP43)","CRP
GRASSLANDS - 
INTRODUCED
GRASSES
(CP87)","CRP
GRASSLANDS - 
NATIVE
GRASSES
(CP88)","SOIL HEALTH PERRENIAL CONSERV. COVER
(CP90)",TOTAL
NEBRASKA,MORRILL,"3,876","15,661",0,0,0,899,,542,,,,,,189,,,,,,15,,,,,"1,597",,,,,,374,,,"2,382",,,,"1,555",,"2,938","167,731",,"197,759"
NEBRASKA,NANCE,21,"2,518",,,,114,,12,,,,,,,,7,,,1,,,70,62,,16,5,15,,,,22,,,723,,,,279,,,49,,"3,914"
NEBRASKA,NEMAHA,205,309,7,0,0,,,2,,16,24,,,10,,,,,586,10,,171,63,,"2,059",2,4,,,,131,,,"2,657",,,,485,,901,679,,"8,320"
NEBRASKA,NUCKOLLS,70,264,,,,70,,24,,9,5,,,4,,,,,7,11,,,,,113,10,16,,,,165,,,591,,,,122,4,46,"9,401",,"10,931"
NEBRASKA,OTOE,90,"1,016",0,0,3,17,,17,,21,8,,,1,14,4,,87,731,22,,157,,,785,,,,,,64,,,"2,034",,,,789,20,198,537,,"6,614"
NEBRASKA,PAWNEE,292,"3,470",0,0,4,12,,,,1,,,,33,3,,,,235,11,,,,,718,,,,,,,,,"1,359",,,,127,39,963,"4,993",,"12,259"
NEBRASKA,PERKINS,125,"7,854",1,0,0,,,562,,73,,,,21,,3,,,115,,,,612,,558,130,91,,,,258,,,"1,609",,,,255,389,,"22,639",,"35,294"
NEBRASKA,PHELPS,,72,,,,,,2,,,,,,,,,,,,,,,,,39,,,,,,5,,,,,,,,7,,,,125
NEBRASKA,PIERCE,,323,,,,,,104,,14,,,,0,,10,,,62,40,60,12,65,,374,60,110,,,,691,,,"3,506",,,,219,,44,"1,364",,"7,058"
NEBRASKA,PLATTE,13,206,0,0,13,80,,49,,38,9,,,1,1,7,,,277,88,,378,133,,31,14,31,,,,282,,,370,,,,375,,,,,"2,397"
NEBRASKA,POLK,,95,,,,,,,,,,,,,,,,,,,,135,10,,12,,,,,,11,,,40,,,,38,6,,,,346
NEBRASKA,RED WILLOW,,"3,864",,,,,,38,,,,,,,,,,,7,,,,,,599,,,,,,35,,,666,,,,79,,200,"12,290",,"17,778"
NEBRASKA,RICHARDSON,787,"5,466",0,0,11,,,1,,65,8,,,6,23,1,,209,"1,399",88,6,922,80,,582,73,145,36,,,274,,,"4,061",,,,"1,300",8,894,"2,707",,"19,153"
NEBRASKA,ROCK,,228,,,,,,,,,,,,,,,,,,,,,,,44,,,60,,,,,,,,,,15,,,"14,651",,"14,998"
NEBRASKA,SALINE,34,"1,911",,,,118,,2,,61,4,,,11,1,9,5,,249,62,,37,,,852,5,3,,,,268,,,"1,008",,,,280,,10,371,,"5,303"
NEBRASKA,SARPY,25,283,2,0,7,2,,3,,7,,,,,,,,,84,8,,95,9,,161,,,,,,6,,,81,,,,49,,,,,822
NEBRASKA,SAUNDERS,,"1,677",,,,6,,4,,21,,,,1,4,1,,,144,,,529,,,473,55,49,,,,132,,,"1,412",,,,"1,831",2,,295,,"6,635"
NEBRASKA,SCOTTS BLUFF,"1,383","5,896",,,,803,,56,,,,,,,,,,,,,,,,,"6,044",,,,,,,,,774,,,,822,,100,"13,551",,"29,429"
NEBRASKA,SEWARD,57,"1,210",,,,55,,2,,10,,,,4,,,,,110,,,76,16,,"2,743",2,5,,,,163,,,"2,508",,,,701,9,173,167,,"8,012"
NEBRASKA,SHERIDAN,146,"1,298",,,,,,817,,2,,,,24,,71,,,,,,,,,883,16,20,,,,,,,104,,,,275,,"2,329","175,539",,"181,523"
NEBRASKA,SHERMAN,,621,,,,14,,0,,,,,,,,2,,,,,,,,,10,,,,,,26,,,384,,,,212,,,"1,323",,"2,591"
NEBRASKA,SIOUX,447,"1,169",,,,24,,134,,,,,,,,,,,,,,,,,"1,734",,,,,,,,,80,,,,36,,,"140,757",,"144,381"
NEBRASKA,STANTON,246,723,0,0,2,52,,52,,3,,,,,,,,,360,84,,26,2,,198,29,92,,,,307,,,"4,515",,,,205,,42,"3,812",,"10,747"
NEBRASKA,THAYER,2,784,,,,19,,54,,5,,,,19,,,,,2,2,,,,,704,8,24,,,,78,,,590,,,,171,,,"6,316",,"8,777"
NEBRASKA,THOMAS,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,,399
NEBRASKA,THURSTON,243,"3,969",,,,48,,1,,33,,,,8,,3,,,237,16,,102,58,,766,17,27,18,,,,,,"1,415",,,,18,,,,,"6,980"
NEBRASKA,VALLEY,,106,2,0,0,,,36,,,,,,,,6,,,,33,,,,,,,,,,,10,,,167,,,,31,,,761,,"1,152"
NEBRASKA,WASHINGTON,342,616,,,,48,,24,,9,,,,3,,3,,,194,1,,165,18,,33,,,,,,109,,,32,,,,204,4,,,,"1,804"
NEBRASKA,WAYNE,,70,,,,,,43,,11,,,,,,10,3,,114,23,,,,,73,,,,,,7,,,572,,,,70,4,,86,,"1,087"
NEBRASKA,WEBSTER,99,"1,741",1,0,0,291,,13,,,,,,5,,,,,11,1,,38,,,489,,,,,,33,,,"3,197",,,,277,,154,"38,201",,"44,553"
NEBRASKA,WHEELER,,"3,823",,,,24,,52,,,,,,,,,,,,,,,,,,,,,,,18,,,860,,,,226,,,"5,984",,"10,986"
NEBRASKA,YORK,,7,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,18,,,35,,,,3,,,42,,118
NEVADA,NYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,250
NEVADA,WASHOE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,718",,"2,718"
NEW JERSEY,ATLANTIC,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,17
NEW JERSEY,BURLINGTON,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
NEW JERSEY,CUMBERLAND,,,,,,,,,,19,,,,,,,,,34,2,,,,,,,,,,,,,,83,,,,20,,,,,159
NEW JERSEY,GLOUCESTER,,,,,,,,,,12,,,,,,,,,25,,,,,,,,,,,,,,,25,,,,,,,,,62
NEW JERSEY,HUNTERDON,,,,,,,,,,3,,,,,,,,,3,4,,,,,,,,,,,,,,187,,,,,,154,,,351
NEW JERSEY,MERCER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,22
NEW JERSEY,MONMOUTH,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NEW JERSEY,MORRIS,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,23
NEW JERSEY,SALEM,,,,,,,,,,70,,,,,1,,,,141,155,,,,,,,,,,,,,,291,,,,,,,565,,"1,223"
NEW JERSEY,SOMERSET,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,105,,,,,,,,,123
NEW JERSEY,SUSSEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,19
NEW JERSEY,WARREN,,,,,,,,,,14,,,,,,,,,5,14,,,,,,,,,,,,,,110,,,,,,,,,144
NEW MEXICO,CHAVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,966",,"51,966"
NEW MEXICO,COLFAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,813",,"29,813"
NEW MEXICO,CURRY,"9,524","69,330",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665,,,,,,461,"90,043",,"170,022"
NEW MEXICO,DE BACA,313,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83,239",,"84,082"
NEW MEXICO,EDDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,080",,"2,080"
NEW MEXICO,GUADALUPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,276",,"25,276"
NEW MEXICO,HARDING,,"2,294",,,,,,,,,,,,,,,,,,159,,,,,,,,,,,,,,,,,,,,,"56,828",,"59,281"
NEW MEXICO,HIDALGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,985",,"6,985"
NEW MEXICO,LEA,743,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,137",,,,,,,"3,298",,"8,367"
NEW MEXICO,MORA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,727",,"17,727"
NEW MEXICO,OTERO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,221",,"6,221"
NEW MEXICO,QUAY,"4,097","29,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766,"195,601",,"229,581"
NEW MEXICO,ROOSEVELT,"8,102","67,626",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,"104,232",,"180,677"
NEW MEXICO,SAN MIGUEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,317",,"10,317"
NEW MEXICO,SANTA FE,,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,265",,"17,790"
NEW MEXICO,TORRANCE,,"1,461",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95,424",,"96,885"
NEW MEXICO,UNION,"1,224","5,803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95,509",,"102,536"
NEW YORK,ALBANY,25,,,,,,,,,,,,,,,,,,,13,,,,,,,,4,,,,,,,,,,,,7,,,49
NEW YORK,ALLEGANY,312,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,57,,440
NEW YORK,BROOME,46,,1,0,2,,,,,,,45,,,,,,,,465,,,,,,,,61,235,,,,,,,,,20,,236,140,,"1,251"
NEW YORK,CATTARAUGUS,568,17,104,0,10,,,,,,,,,3,,,,,,,,,,,,,,4,,,4,,,,,,,,,,,,710
NEW YORK,CAYUGA,69,14,,,,,,,,,,,,1,,,,,51,,,,,,,,,12,,,,,,,,,,,,33,81,,260
NEW YORK,CHAUTAUQUA,118,,,,,,,,,,,,,,,,,,,4,,,,,,,,,34,,,,,,,,,,,,,,156
NEW YORK,CHEMUNG,243,,,,,,,,,,,6,,,,,,,,15,,,,,,,,5,18,,,,,,,,,,,,,,288
NEW YORK,CHENANGO,6,,5,0,0,,,,,,,,,,,,,,1,236,,,,,,,,27,80,,,,,,,,,1,,64,8,,427
NEW YORK,CLINTON,,,,,,,,,,,,,,,,,,,,17,,,,,,,,2,,,,,,,,,,,,25,100,,144
NEW YORK,COLUMBIA,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,14
NEW YORK,CORTLAND,93,,0,0,3,18,,,,,,,,,,,,,,629,,13,,,,,,43,81,,,,,,,,,,,275,304,,"1,458"
NEW YORK,DELAWARE,,,,,,,,,,,,,,,,,,,2,"1,694",,,,,,,,,63,,,,,,,,,,,12,,,"1,771"
NEW YORK,ERIE,,,21,0,22,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,,,,,,,,,,,50
NEW YORK,ESSEX,9,,,,,,,,,,,,,,,,,,,52,,,,,,,,3,39,,,,,,,,,,,111,269,,482
NEW YORK,FRANKLIN,,,,,,,,,,2,,,,,,,,,,19,,,,,,,,8,4,,,,,,,,,,,176,68,,277
NEW YORK,GENESEE,,,,,,,,,,,,,,,,,,,6,5,,,,,,,,,,,,,,190,,,,,,96,,,297
NEW YORK,GREENE,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,30
NEW YORK,HERKIMER,36,,6,0,0,,,,,,,,,,,,,,,2,,,,,,,,5,16,,,,,235,,,,,,,,,299
NEW YORK,JEFFERSON,34,,,,,,,,,,,,,,,,,,10,16,,,,,,,,56,91,,,,,393,,,,,,,257,,857
NEW YORK,LEWIS,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,12
NEW YORK,LIVINGSTON,64,,0,0,3,13,,,,4,,,,,,,,,1,14,,,,,,,,,,,,,,483,,,,,,,23,,604
NEW YORK,MADISON,86,,32,0,0,,,,,,,22,,,,,,,3,39,,,,,,,,5,35,,,,,,,,,,,99,197,,517
NEW YORK,MONROE,2,,,,,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,30,,,,,,,169,,208
NEW YORK,MONTGOMERY,,,3,0,0,,,,,1,,,,,,,,,,3,,,,,,,,3,,,,,,5,,,,,,152,,,166
NEW YORK,ONEIDA,43,,,,,30,,,,,,,,,,,,,,1,,,,,,,,30,3,,,,,167,,,,,,,,,274
NEW YORK,ONONDAGA,37,,,,,7,,,,0,,,,,,,,,48,23,,,,,,,,3,,,,,,,,,,1,,185,87,,391
NEW YORK,ONTARIO,375,66,,,,70,,,,6,,,,2,,,,,5,,,,,,,,,1,5,,,,,99,,,,2,,,,,630
NEW YORK,ORLEANS,42,,,,,,,,,3,,,,,,,,,3,,,41,,,,,,,,,,,,,,,,,,,,,89
NEW YORK,OSWEGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,23
NEW YORK,OTSEGO,31,11,,,,,,,,,,,,,,,,,1,71,,,,,,,,,11,,,,,,,,,,,,24,,150
NEW YORK,RENSSELAER,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,9
NEW YORK,ST. LAWRENCE,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,85
NEW YORK,SARATOGA,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NEW YORK,SCHOHARIE,14,,,,,,,,,,,,,,,,,,,22,,,,,,,,7,,,,,,,,,,,,,,,42
NEW YORK,SCHUYLER,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,13,,17
NEW YORK,STEUBEN,928,,,,,75,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,"1,069"
NEW YORK,SULLIVAN,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,4,,,,,,,,,,,64,,,84
NEW YORK,TIOGA,392,,,,,,,,,,,,,,,,,,1,35,,,,,,,,84,41,,,,,,,,,,,,35,,587
NEW YORK,TOMPKINS,31,,,,,,,,,,,,,,,,,,,45,,,,,,,,18,,,,,,,,,,,,,301,,395
NEW YORK,WASHINGTON,,,9,0,0,34,,,,,,,,,,,,,,11,,,,,,,,8,2,,,,,,,,,,,,,,65
NEW YORK,WAYNE,,14,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,20
NEW YORK,WYOMING,172,2,3,0,2,0,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,121,,,,1,,,,,306
NEW YORK,YATES,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
NORTH CAROLINA,ALAMANCE,6,,64,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73
NORTH CAROLINA,ANSON,,,829,8,0,21,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,883
NORTH CAROLINA,BEAUFORT,,,8,0,104,,,,,,13,,,,,,,,13,10,,,,,,,0,,,,63,10,,,,58,,,,,,,279
NORTH CAROLINA,BERTIE,20,,0,0,88,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,24,,,,,,,,,297
NORTH CAROLINA,BLADEN,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,378,,,,,,,,,,,404
NORTH CAROLINA,BRUNSWICK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,31
NORTH CAROLINA,BURKE,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,9
NORTH CAROLINA,CABARRUS,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,5
NORTH CAROLINA,CAMDEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,8
NORTH CAROLINA,CARTERET,,,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,54
NORTH CAROLINA,CASWELL,,,223,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223
NORTH CAROLINA,CHATHAM,3,,168,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,260,,436
NORTH CAROLINA,CHEROKEE,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,1,,,13,,25
NORTH CAROLINA,CHOWAN,,,0,0,7,,,,,,,,,,,,,,,20,,,,,,,,,,,,29,,,,,,,,,,,56
NORTH CAROLINA,CLAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,39
NORTH CAROLINA,CLEVELAND,125,,176,0,0,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,305
NORTH CAROLINA,COLUMBUS,,,0,14,243,,,,,,,,,,,,,,1,251,,,,,,,,,,,54,288,,,,,,,,,,,852
NORTH CAROLINA,CRAVEN,,,0,0,190,,,,,,,,,,,,,,,,,,,,,,,,,,55,49,,,,,,12,,,,,307
NORTH CAROLINA,CUMBERLAND,,,0,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,270
NORTH CAROLINA,DAVIDSON,,,140,0,0,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,149
NORTH CAROLINA,DAVIE,,,20,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,21
NORTH CAROLINA,DUPLIN,,,0,0,32,,,,,,,,,,,,,,12,,,,,,,,,,,,,306,,9,,,,,,67,,,425
NORTH CAROLINA,EDGECOMBE,,,27,5,52,,,,,1,,,,,,,,,,31,,,,,,,,,,,107,78,,249,,,,,,,,,549
NORTH CAROLINA,FRANKLIN,12,,728,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,13,,,,,776
NORTH CAROLINA,GASTON,,,52,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52
NORTH CAROLINA,GATES,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,4,,,,,,,,,,,,16
NORTH CAROLINA,GRANVILLE,58,,379,0,0,55,,,,,,,,,,,,,,12,,,,,,,,,,,37,,,,,,,,,,,,541
NORTH CAROLINA,GUILFORD,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,33,,,,,,,,,,9,,62
NORTH CAROLINA,HALIFAX,,9,429,0,235,76,,,,3,4,,,,,,,,43,54,,,,,,,,,,,82,353,,213,,,,1,,,,,"1,502"
NORTH CAROLINA,HARNETT,,,118,244,0,,,,,,,,,,,,,,,17,,,,,,,,,,,8,329,,,,,,,,,,,716
NORTH CAROLINA,HAYWOOD,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,4
NORTH CAROLINA,HENDERSON,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,14
NORTH CAROLINA,HERTFORD,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,4,105,,,,,,,,,,,112
NORTH CAROLINA,HOKE,,,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,495,,,,,,,,,,,511
NORTH CAROLINA,HYDE,,,0,0,8,,,,,,27,,,,,,,,38,,,7,,,,,,,,,194,,,,,,,,,,,,273
NORTH CAROLINA,IREDELL,,,,,,27,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,50
NORTH CAROLINA,JOHNSTON,79,13,163,62,0,,,,,3,,,,,,,,,,32,,,,,,,,,,,6,40,,,,,,,,,,,397
NORTH CAROLINA,JONES,,,0,0,60,,,,,,,,,,,,,,,8,,,,,,,,,,,50,96,,,,,,,,,,,215
NORTH CAROLINA,LEE,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
NORTH CAROLINA,LENOIR,,,0,0,26,,,,,,,,,,,5,,,73,23,,,,,,,,,,,42,23,,,,,,,,,,,192
NORTH CAROLINA,LINCOLN,,,138,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,150
NORTH CAROLINA,MACON,,,,,,,,,,,10,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,27
NORTH CAROLINA,MADISON,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2
NORTH CAROLINA,MARTIN,,,0,0,101,,,1,,112,,,,,,,,,55,12,,75,,,,,,,,,16,313,,7,,,,,,,,,692
NORTH CAROLINA,MONTGOMERY,,,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
NORTH CAROLINA,MOORE,,,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,158,,,,,,,,,,,175
NORTH CAROLINA,NASH,,,87,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,20,42,,,,,,,,,,,172
NORTH CAROLINA,NORTHAMPTON,,,0,0,48,24,,3,,6,15,,,,,,,,5,13,,,,,,,,,,,58,91,,,,,,,,,,,262
NORTH CAROLINA,ONSLOW,,,0,12,44,,,,,,,,,,,,,,,8,,,,,,,,,,,,73,,,,,,,,,,,136
NORTH CAROLINA,ORANGE,7,,3,0,0,,,,,,,,,,,,,,,2,,,,,,,,,,,4,,,,,,,,,,,,17
NORTH CAROLINA,PAMLICO,,,0,0,31,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,33
NORTH CAROLINA,PENDER,,15,17,150,25,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,245
NORTH CAROLINA,PERQUIMANS,,,0,0,32,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,38
NORTH CAROLINA,PERSON,,,19,0,0,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,21
NORTH CAROLINA,PITT,6,,0,8,39,,,,,,,,,1,,,,,,1,,,,,,,,,,,,37,,,,,,,,,,,93
NORTH CAROLINA,POLK,,,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
NORTH CAROLINA,RANDOLPH,,,51,0,0,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,25,,92
NORTH CAROLINA,RICHMOND,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,271,,,,,,,,,,,311
NORTH CAROLINA,ROBESON,,,0,0,347,,,,,,,,,,,,,,25,,,,,,,,,,,,2,891,,,,,,,,,,,"1,265"
NORTH CAROLINA,ROCKINGHAM,,,73,0,5,,,,,,,,,,,,,,,48,,,,,,,,,,,6,,,,,,,2,,188,167,,489
NORTH CAROLINA,ROWAN,,,6,0,16,,,,,,,,,,,,,,4,0,,,,,,,,,,,25,,,,,,,,,,,,51
NORTH CAROLINA,RUTHERFORD,,,55,0,0,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,60
NORTH CAROLINA,SAMPSON,,,0,17,42,68,,,,,,,,,,,,,,,,,,,,,,,,,26,161,,,,,,,,,,,314
NORTH CAROLINA,SCOTLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,,,,,,,,,,,245
NORTH CAROLINA,STANLY,,,"1,170",0,0,42,,3,,,,,,,,,,,,,,,,,,,,,,17,68,,,,,,,,,,,,"1,301"
NORTH CAROLINA,STOKES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,13
NORTH CAROLINA,SURRY,,,0,0,7,,,,,,,,,,,,,,,63,,,,,,,,18,,,,,,,,,,,,,,,87
NORTH CAROLINA,TYRRELL,,,0,0,142,,,,,,,,,,,,,,,,,106,,,,,,,,23,,,,,,,,,,,,,271
NORTH CAROLINA,UNION,,,111,0,0,11,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,145
NORTH CAROLINA,VANCE,,,161,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161
NORTH CAROLINA,WAKE,,,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,56,32,,151
NORTH CAROLINA,WARREN,,,260,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260
NORTH CAROLINA,WASHINGTON,,,0,0,100,,,,,,,,,,,,,,3,,,,,,,,,,,3,69,,,,,,,,,,,,174
NORTH CAROLINA,WAYNE,,,0,0,5,,,,,0,6,,,,,,,,2,13,,,,,,,,,,,,147,,,,,,,,,,,173
NORTH CAROLINA,WILKES,,,7,0,6,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,16
NORTH CAROLINA,WILSON,,,0,13,32,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,,,,,55
NORTH CAROLINA,YADKIN,8,,56,0,5,17,,,,,,,,,,,,,,19,,,,,,,,,,,10,,,,,,,,,,,,116
NORTH DAKOTA,ADAMS,"12,576",271,,,,999,,13,,,,,,97,,15,17,"1,904",150,,,,,,,,,,,,,,,"15,132",,,,139,,,"4,317",,"35,630"
NORTH DAKOTA,BARNES,"2,003",377,,,,"3,897",,72,,,,,,71,,61,,"1,712",246,,"1,283",595,"9,397",,,"1,594","3,632",,,,,,"6,820","8,467",,,"1,330",207,,,,42,"41,805"
NORTH DAKOTA,BENSON,210,211,,,,631,,17,,,,,,,,29,1,617,90,,,131,237,,207,157,406,,,,,,"1,726","6,434",,,66,,,,135,,"11,304"
NORTH DAKOTA,BILLINGS,103,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,"1,565",,,,,,,328,,"2,000"
